amount,hour1,state1,zip1,custAttr1,field1,custAttr2,field2,hour2,flag1,total,field3,field4,indicator1,indicator2,flag2,flag3,flag4,flag5,fraud,day
49.95,11,NV,890,1234567890179340,3,nevyqfsuydhxa@cox.net,1,11,0,**,1732,18,0,0,1,1,0,1,0,74
34.95,21,MD,212,1234567890130380,3,rktemnlamnjez1@hotmail.com,0,21,1,34.95,-1270,10,0,0,1,0,0,1,0,11
12.95,11,GA,303,1234567890126500,3,tskyrsvgitmxb@mindspring.com,0,11,1,12.95,1391,13,0,0,1,1,0,1,0,6
31.08,22,NV,891,1234567890152370,2,sdtzxhwapyubw@gmail.com,0,22,1,31.08,2332,9,0,0,0,0,0,1,1,38
25.9,10,CA,932,1234567890136150,3,ykeuiuemtmdpx.55@bak.rr.com,0,10,1,25.9,2752,11,0,0,0,1,0,1,0,19
12.95,21,GA,337,1234567890144750,3,jcykknyyhtkmm228@aol.com,1,21,1,12.95,5943,9,0,0,1,0,0,1,0,76
0,15,NV,891,1234567890191910,4,elljelcabayni666@hotmail.com,0,15,0,0,3644,19,0,0,0,1,0,1,0,91
31.08,15,MI,495,1234567890132630,2,fdvbfohuggobm@aol.com,1,15,0,31.08,2167,21,0,0,1,0,0,1,0,14
12.95,10,IL,606,1234567890155420,3,znnvholwipdmc@yahoo.com,1,10,0,12.95,4323,19,0,0,0,0,0,2,1,43
12.95,18,CA,911,1234567890150750,3,pzufuwkfxreqh@hotmail.com,1,18,0,12.95,3022,17,0,0,0,0,0,1,0,36
12.95,10,CA,951,1234567890179910,3,zririyhwylvxq@earthlink.net,1,10,1,12.95,-3211,10,0,0,0,0,0,1,0,75
38.85,15,IL,605,1234567890141560,3,phjxnxldzvdlm66@aol.com,0,15,1,38.85,3297,7,0,0,1,1,0,1,0,25
,20,NY,100,1234567890155370,3,uyvqefvlhtwkd@nyc.rr.com,1,20,1,10.36,-1058,18,0,0,0,1,0,1,1,42
38.85,11,NC,282,1234567890154840,3,wmtffklspqtsy@hotmail.com,0,11,1,38.85,2339,9,0,0,0,0,1,1,0,42
38.85,3,CA,959,1234567890160730,3,rgnhpndpkjgae1@aol.com,0,3,0,**,158,19,0,0,1,1,0,1,0,50
49.95,0,WA,984,1234567890131210,3,aedhhbemzvhyu@comcast.net,1,0,0,49.95,-1956,7,0,0,1,0,0,3,0,13
38.85,12,WA,993,1234567890129990,2,prbfkdyqsnucd@uxvkvcdrn.tv,0,12,0,38.85,72,19,0,0,0,0,0,1,0,11
12.95,11,PA,164,1234567890137710,3,lxqvelnbqcjnf@yahoo.com,1,11,1,12.95,-413,13,0,0,1,0,0,1,0,21
49.95,11,NY,111,1234567890193310,2,wmwexzagvlotd822@mhybzzl.livedoor,0,11,0,49.95,39,11,0,0,1,1,0,1,0,93
12.95,11,PA,162,1234567890129350,3,yugcusgzkxpll@ywqfqqeflrv.net,1,11,0,12.95,2186,21,0,0,0,1,0,1,0,10
38.85,21,CA,951,1234567890149150,2,ffabotympushs578384@sbcglobal.net,1,21,1,**,189,8,1,0,1,0,0,2,0,34
12.95,16,DC,200,1234567890195790,2,xzstrtonyjcim@hotmail.com,0,16,0,12.95,4074,22,0,0,1,1,0,1,0,97
38.85,11,CA,926,1234567890168770,2,ensacpjpqeotk@nynq.net,0,11,1,38.85,-8441,6,0,0,1,1,0,1,0,60
38.85,13,CA,928,1234567890138990,3,jnobfpdsteney@comcast.net,0,13,1,38.85,2963,9,0,0,0,0,0,1,0,22
12.95,17,FL,328,1234567890175460,3,epcavrzqjyhis1@aol.com,1,17,0,12.95,3066,11,0,0,0,0,0,1,0,69
0,14,TN,374,1234567890176340,4,antihyknzxmva@choicedata.com,0,14,0,0,184,9,0,0,1,1,0,1643,1,70
12.95,17,NJ,79,1234567890135810,0,rhloesenbicvb123@aol.com,0,17,1,12.95,-3501,8,0,0,1,1,0,3,0,84
12.95,23,CA,913,1234567890148210,2,mixgnubttbbqh@adelphia.net,1,23,1,12.95,3336,10,0,0,0,0,0,2,0,33
12.95,7,IL,604,1234567890130590,2,hublgyvpwsizk2@msn.com,0,7,1,12.95,60,17,0,0,0,0,0,2,0,12
0,12,LA,708,1234567890169970,4,qcosrkuucvhwq@cbbtr.com,0,12,1,0,1237,13,0,0,1,1,0,373,1,62
38.85,22,WA,980,1234567890182130,3,uwwhoirvpxpxq@hotmail.com,0,22,0,38.85,5409,24,0,0,0,0,0,1,0,77
,14,PA,152,1234567890131620,3,esbojhqwfxcfb@yahoo.com,0,14,0,38.85,-1743,26,0,0,0,0,0,1,0,13
12.95,17,GA,306,1234567890156120,3,cajuaxrdqgrmn1@msn.com,0,17,0,**,-2737,21,0,0,1,1,0,1,0,43
38.85,9,NY,100,1234567890194530,0,xwvnbpyisajkh@nyc.rr.com,1,9,0,38.85,2983,9,1,0,1,1,0,1,0,95
10.36,16,IN,462,1234567890180110,3,vruiicgzxmrms@juno.com,0,16,0,10.36,-7526,8,0,0,1,1,0,1,0,75
38.85,9,NY,146,1234567890146040,3,pjhvolnkcenqs1127@rochester.rr.com,1,9,1,38.85,3815,25,0,0,1,1,0,1,0,92
12.95,11,LA,708,1234567890183200,2,olgrwhrnphicu@aol.com,0,11,0,12.95,641,16,0,0,0,0,0,1,1,79
12.95,12,CA,945,1234567890167340,3,eqfpjaemptpoj4@earthlink.com,1,12,0,12.95,7007,22,0,0,0,1,0,1,0,58
0,11,LA,711,1234567890146450,4,zwzihwgzxohnq@cbbtr.com,0,11,0,0,-340,14,0,0,1,1,0,3278,1,31
10.36,17,CA,956,1234567890173120,3,gndkaaqowybfr@softcom.net,1,17,0,10.36,-8367,19,0,0,1,1,0,1,0,66
10.36,23,CA,958,1234567890126290,2,ovgiqbkvxrkrp@comcast.net,1,23,1,10.36,-4982,8,0,0,0,0,0,1,0,20
11.01,20,PA,193,1234567890171490,0,wtukreecxxvez@yahoo.com,1,19,0,11.01,-3740,20,0,0,0,0,0,1,0,73
25.9,7,NC,273,1234567890133140,3,kasfijdxdewkv208902000@yahoo.com,0,7,1,25.9,3230,10,0,0,1,0,0,1,0,15
38.85,20,IL,600,1234567890181120,1,isckriptubqpq@hotmail.com,0,20,0,38.85,3717,20,1,0,1,1,0,1,0,76
59.4,19,GA,300,1234567890152890,3,cgbfvbvsgffka@comcast.net,1,19,0,59.4,2747,23,0,0,1,1,0,1,0,39
12.95,7,NC,288,1234567890131250,3,cmfbmpenbowlx27@yahoo.com,0,7,1,12.95,4036,18,0,0,1,1,0,1,0,31
12.95,12,IL,600,1234567890172860,3,ofvuxblepynhi@comcast.net,0,12,1,**,4065,8,0,0,1,1,0,1,0,98
38.85,7,NC,275,1234567890145490,3,gnvlkhgpsmwqm@mris.com,0,7,0,38.85,-7800,10,0,0,0,0,0,1,0,30
49.95,14,AZ,852,1234567890163540,3,heaqwynbgazlt@msn.com,0,14,0,**,-3186,16,0,0,1,1,0,1,0,53
0,12,CA,921,1234567890150490,4,hvaomlcrtkgws@credit.org,1,12,0,0,-1534,6,0,0,1,1,0,977,1,36
12.95,15,FL,328,1234567890135740,3,izonyxwfjxzkd1723@aol.com,0,15,1,**,-4407,9,0,0,0,0,0,2,0,49
,12,TX,751,1234567890197060,3,hintmyvkkyfqv@sbcglobal.net,1,12,0,38.85,2448,25,1,0,1,1,0,2,0,99
12.95,9,NC,284,1234567890180490,3,xnxgrfcnqsvoy@hotmail.com,0,9,1,12.95,-1085,8,0,0,1,1,0,1,0,76
31.08,9,NC,282,1234567890127790,0,islnobqpgebcg@aol.com,1,9,1,31.08,2376,10,0,0,1,1,0,1,0,35
12.95,10,GA,300,1234567890166400,2,pwsaadnneubzb@aol.com,1,10,1,12.95,1040,17,0,0,1,1,0,1,0,79
10.36,14,PA,183,1234567890162880,3,rejocedavnxzy@hotmail.com,1,14,1,10.36,-3781,6,1,0,0,0,0,1,0,63
,14,TN,378,1234567890135680,2,azzqiidwjnqwn320@msn.com,1,14,0,12.95,3933,18,0,0,1,0,0,1,0,18
31.08,11,NJ,72,1234567890186020,3,mscmpagkeyoku66@yahoo.com,0,11,1,31.08,3345,8,0,0,1,0,0,1,0,83
12.95,18,CA,900,1234567890150750,0,qbfqoklidlvil@aol.com,1,18,1,12.95,-38,8,0,0,0,0,0,1,0,36
20.72,11,FL,322,1234567890151970,3,tnyvvjnakwviv52377@hotmail.com,1,11,0,20.72,-3239,23,0,0,0,0,0,2,1,44
31.08,23,WA,980,1234567890128400,3,wowczxbkmuexv@comcast.net,1,23,1,31.08,2791,12,0,0,1,1,0,2,0,8
10.36,11,CA,919,1234567890127320,3,ixvgeelhjwabl28@aol.com,0,11,1,10.36,6095,9,1,0,1,1,0,1,1,97
38.85,10,MO,650,1234567890175040,2,fdvdfengvkgpu@hotmail.com,1,10,0,38.85,-538,28,0,0,1,0,0,1,0,69
10.36,16,MA,19,1234567890131220,0,jlepvujmzmtlo@rwjeffrey.us,0,16,1,**,-7566,9,0,0,0,0,0,1,0,33
31.08,8,NH,32,1234567890147090,3,jmllrwnjlroxl@comcast.net,1,8,0,31.08,1522,6,0,0,1,0,0,2,0,33
38.85,16,PA,152,1234567890131780,3,jdfseiibrjlyr@hotmail.com,1,16,0,38.85,2269,21,0,0,1,1,0,1,0,13
49.95,1,CA,917,1234567890144560,2,tjmtqutobjkpm@vxfxkieitfqanztd.com,1,1,0,49.95,4180,25,1,0,1,1,0,1,0,29
38.85,14,CA,907,1234567890128010,3,upevpfeyhpswr7270@yahoo.com,0,14,1,38.85,2210,7,0,0,1,1,0,1,0,8
12.95,0,WI,532,1234567890180390,3,xpipmogsoigrd@msn.com,1,0,0,12.95,3886,14,0,0,0,1,0,1,0,76
0,13,TN,379,1234567890144860,4,antihyknzxmva@choicedata.com,1,13,0,0,-113,9,0,0,1,1,0,1600,1,29
12.95,17,CA,921,1234567890174600,3,leywdwurmhyum@alum.mit.edu,1,17,0,12.95,5957,19,0,0,0,0,0,1,0,68
12.95,7,NY,144,1234567890160750,3,vnrywrslwxbci001@yahoo.com,0,7,0,12.95,7310,22,0,0,1,1,0,1,1,50
12.95,11,NY,117,1234567890173770,2,ccxlntncoqazr@optonline.net,0,11,1,12.95,2239,7,0,0,1,1,0,3,0,88
38.85,10,MN,550,1234567890129320,3,nnlvpewuxgjdc@drlpxltm.com,1,10,0,38.85,371,18,0,0,0,0,0,1,0,10
34.95,15,AR,722,1234567890143000,3,dvwahvgebggmc6527@sbcglobal.net,0,15,1,34.95,-3024,7,0,0,1,1,0,2,0,27
12.95,21,TN,380,1234567890150900,0,jqhmoaynwcclq1@earthlink.net,0,21,0,12.95,-6852,21,0,0,0,0,0,1,0,36
38.85,19,VA,240,1234567890141730,3,lrtpybswnkfaj8910@aol.com,0,19,1,38.85,996,10,0,0,0,0,0,1,1,25
38.85,19,UT,843,1234567890175570,2,fqdebdjorapoq84302@lycos.com,0,19,0,38.85,7143,7,0,0,0,0,0,1,0,69
31.08,10,NH,30,1234567890170680,3,flohqncoegdvv@hotmail.com,1,10,0,31.08,5906,11,0,0,0,0,0,1,0,63
38.85,17,SC,299,1234567890194230,3,kglxmhtavajqj@charter.net,0,17,0,38.85,-4366,12,0,0,0,0,0,1,0,94
0,14,LA,708,1234567890148720,4,pugrmyvovmvyp@cbbtr.com,1,14,0,0,-874,11,0,0,1,1,0,364,1,34
38.85,15,VA,222,1234567890140900,3,lofitlkerelow@sgqcpxduzuuln.com,0,15,0,38.85,3137,24,1,0,1,0,0,1,0,24
38.85,21,CA,923,1234567890144660,3,ceiflzaxalwmp@yahoo.com,1,21,0,38.85,5669,19,0,0,1,1,0,1,0,48
38.85,10,IL,604,1234567890195530,2,drajzkrzcgbva63@aol.com,1,10,0,38.85,-299,6,0,0,1,1,0,1,0,97
49.95,15,TX,760,1234567890147340,3,xgcpeainsrvle@cgkp.edu,1,15,0,49.95,426,7,1,0,1,1,0,1,0,32
12.95,17,PA,190,1234567890163040,3,iqtjoydfxodpa@aol.com,0,17,0,12.95,-1528,18,0,0,1,1,0,1,0,52
38.85,23,GA,302,1234567890189230,3,mabktaeqlzpub6040@bellsouth.net,1,23,0,38.85,1859,24,0,0,1,1,0,1,0,87
12.95,14,NY,117,1234567890147310,2,vhiysilnrrzun@optonline.net,0,14,0,12.95,3057,18,0,0,0,1,0,2,0,32
12.95,14,GA,303,1234567890172280,0,wsislufzmtziy@lnc.com,0,14,1,12.95,-5724,8,0,0,1,0,0,1,0,65
38.85,10,VA,230,1234567890135510,3,cpfcnaydkwuiu03@msn.com,0,10,0,**,2432,10,0,0,0,1,0,2,0,18
49.95,10,NY,117,1234567890127760,2,fiouqwkzbtyvv7@aol.com,1,10,1,49.95,1442,11,0,0,1,1,0,2,0,8
15.96,13,CA,902,1234567890159250,2,duwqppskeuafo67@earthlink.net,1,13,0,15.96,-7511,12,0,0,0,0,0,2,0,48
10.36,14,NE,681,1234567890145810,3,ugoexnlwsavsh4@cox.net,0,14,0,10.36,7263,13,1,0,1,1,0,1,0,30
12.95,14,WA,982,1234567890148510,3,rcabzpzwtrizu@verizon.net,1,14,1,12.95,1867,17,0,0,0,1,0,1,0,58
0,20,NV,831,1234567890173220,4,dycdenqjqlvuy4@yahoo.com,1,20,0,0,3854,20,0,0,0,0,0,1,1,66
10.36,11,IL,600,1234567890165950,2,icivwkkygkfmp@mindspring.com,1,11,1,10.36,4636,11,0,0,0,0,0,1,1,59
12.95,13,CO,800,1234567890170850,2,mmyhmubyzzvnw@sprynet.com,0,13,1,12.95,27,8,0,0,0,0,0,2,0,63
38.85,18,CA,939,1234567890125350,3,blxkdfsuuezbj@aol.com,0,18,0,38.85,1095,15,0,0,1,0,0,2,0,3
12.95,11,MD,212,1234567890136750,3,nkdbxkbtpzcvp@hotmail.com,0,11,1,**,4674,9,0,0,0,0,0,1,0,20
12.95,14,GA,300,1234567890172260,2,omlgnifrwigkj1319@comcast.net,0,14,1,12.95,-308,9,0,0,0,1,0,1,0,65
38.85,20,NC,276,1234567890171150,3,qyoassheykwgu29@yahoo.com,0,20,1,38.85,2702,8,0,0,1,0,0,1,0,63
12.95,23,CA,913,1234567890195400,3,olkrnhukkurfr@comcast.net,0,23,0,12.95,-4257,20,0,0,0,0,0,2,0,96
0,16,PA,171,1234567890137040,4,flkzzjakyumpz@aol.com,1,16,0,0,3077,21,0,0,0,0,0,1,0,20
12.95,9,MN,553,1234567890183950,0,qznoeuglfchfx@aol.com,0,9,0,**,-3126,21,0,0,1,0,0,1,0,80
,18,AZ,852,1234567890126740,3,ktcjkwxgfxtgh@hbdprjn.com,0,18,1,38.85,2782,9,1,0,0,0,0,1,1,6
12.95,12,IN,466,1234567890142820,3,mxtwbvuzyufdc@netzero.com,1,12,1,12.95,649,24,0,0,0,0,0,1,0,27
49.95,22,IN,461,1234567890133010,2,cjslbuwfwwiox@earthlink.net,0,22,0,49.95,4804,25,0,0,0,1,0,2,0,14
12.95,12,CT,62,1234567890187930,2,uvjhaxhworgwu.@snet.net,0,12,0,12.95,128,22,0,0,0,0,0,1,0,85
0,14,LA,703,1234567890160300,4,pugrmyvovmvyp@cbbtr.com,0,14,0,0,-6545,12,0,1,1,1,0,364,1,49
0,13,TN,379,1234567890157510,4,antihyknzxmva@choicedata.com,0,13,0,0,2012,9,0,0,1,1,0,1600,1,45
0,14,TX,770,1234567890162870,4,hvaomlcrtkgws@credit.org,1,14,0,0,5069,12,0,0,0,1,0,977,1,52
25.9,19,FL,331,1234567890165170,3,lfudgaawfurel@aol.com,0,19,1,25.9,-1143,17,0,0,0,0,0,1,0,55
49.95,17,VA,223,1234567890132740,2,gjaiwplxghbof54@aol.com,1,17,0,**,-3510,23,1,0,1,1,0,1,0,14
38.85,9,MD,209,1234567890151100,3,xeszggqyiieco@verizon.net,0,9,1,38.85,32,8,0,0,0,1,0,1,0,37
12.95,12,MA,26,1234567890174410,2,sgwnstuvyujpw@aol.com,1,12,0,12.95,-12375,14,0,0,0,0,0,1,0,68
10.36,12,NJ,80,1234567890145510,2,dxwdklpnezxhl123@aol.com,0,12,1,10.36,-6253,24,0,0,1,0,0,2,0,62
38.85,13,LA,707,1234567890154950,3,fqqnvdrdfnsmb@bellsouth.net,0,13,0,38.85,3403,20,0,0,0,1,0,1,0,42
38.85,11,CA,955,1234567890186830,2,dyezdgrharfds@lmnirxrok.net,1,11,0,38.85,-4661,16,0,0,1,1,0,1,0,84
38.85,20,VA,222,1234567890147490,3,cicyqerbdkogi@aol.com,1,20,0,38.85,5428,14,0,0,1,0,0,1,0,32
38.85,14,PA,196,1234567890154200,0,getoufswtuykx@verizon.net,0,14,1,38.85,1787,10,0,0,0,1,0,1,0,41
12.95,11,AR,727,1234567890133180,1,fwfxdhincxxfq@sbcglobal.net,0,11,1,12.95,3751,9,0,0,0,0,0,1,0,46
12.95,14,OR,970,1234567890177320,3,vdrimkornpqlw03@yahoo.com,1,14,0,12.95,3176,19,0,0,0,0,0,1,0,71
49.95,21,GA,300,1234567890195970,3,niibxzhovmnnh121212@aol.com,0,21,1,49.95,4855,7,0,0,0,0,0,1,0,97
38.85,18,CA,957,1234567890194790,3,icbjhdxgxmzqg@comcast.net,0,18,0,38.85,-10114,19,0,0,1,1,0,1,0,95
12.95,14,WA,980,1234567890133590,0,lyezdjqobolns22@hotmail.com,1,14,0,12.95,547,10,0,0,1,1,0,2,0,17
12.95,7,OH,432,1234567890155600,2,sllclvwcfcazy@hotmail.com,0,7,1,12.95,3427,9,0,0,0,0,0,2,0,43
38.85,17,FL,331,1234567890144190,2,otpandxonfpcy@aol.com,0,17,0,38.85,-4362,6,0,0,0,0,0,1,0,28
12.95,0,CA,950,1234567890174850,3,btcnunpgnzmbr@comcast.net,0,0,1,12.95,3059,6,1,0,0,0,0,1,1,69
0,11,LA,708,1234567890166480,4,zwzihwgzxohnq@cbbtr.com,1,11,0,0,115,10,0,0,1,1,0,3278,1,57
25.9,3,CA,921,1234567890124390,3,uendbrnqpfsov105@hotmail.com,0,3,1,25.9,284,10,0,0,0,0,0,2,1,17
,22,NJ,76,1234567890124840,3,xlmfnupkmrruo@minimansion.com,0,22,1,31.08,1383,12,0,0,1,1,0,2,0,97
49.95,22,WI,544,1234567890170490,3,vfrdxodnciqsd@charter.net,1,22,0,**,1720,17,0,0,1,1,1,2,0,62
12.95,11,NY,108,1234567890128000,2,jzdyumpdhcpqd171@optonline.net,1,11,1,12.95,2367,9,1,0,1,1,0,1,1,57
,8,CA,959,1234567890144620,3,zayfjtpsvfvqm@sbcglobal.net,0,8,0,49.95,-10396,21,0,0,1,1,0,1,0,29
31.08,9,VA,222,1234567890126990,2,qfjyjiwodcxcm@comcast.net,0,9,1,31.08,3023,13,1,0,1,0,0,2,0,7
10.36,19,WA,984,1234567890124580,3,hxldwfwkwcqte0526@yahoo.com,1,19,1,10.36,-381,20,0,0,1,1,0,1,0,94
10.36,15,NC,275,1234567890187050,3,bryqsiwgsodlg@yahoo.com,1,15,1,10.36,3639,9,0,0,0,0,0,1,1,84
10.36,17,TN,379,1234567890125370,3,wospifmrfzofs@tds.net,0,17,1,10.36,913,8,0,0,0,1,0,1,0,7
12.95,2,CA,937,1234567890188350,3,ojcbxeucdjldl1221@aol.com,1,1,1,12.95,5982,7,0,0,0,0,0,1,0,86
,16,CT,68,1234567890138110,4,fnsrvjmwnyhsi@aol.com,0,16,0,0,-4333,18,0,0,1,0,0,1,1,21
38.85,9,NV,891,1234567890154750,3,mgvujlqgfykba@cox.net,1,9,1,38.85,-6396,6,0,0,0,0,0,1,0,42
38.85,20,NJ,77,1234567890132890,3,lpxssqfjyfcyj@msn.com,1,20,1,38.85,-3061,11,0,0,1,1,0,1,0,14
49.95,19,AZ,857,1234567890173700,2,mjjuqrrjeicfm1@earthlink.net,0,19,0,49.95,-4485,23,0,0,0,0,0,1,0,67
38.85,9,VA,222,1234567890157990,2,fxdcgnjrudbhz@lwmyzkq.umd,0,9,1,38.85,3871,7,0,0,0,0,0,1,0,46
38.85,19,OH,455,1234567890143290,2,ryejaqvihhhtn1@aol.com,1,19,0,**,-3274,8,0,0,0,0,0,1,1,27
38.85,10,NM,871,1234567890189990,3,ezqxbfisbocce@comcast.net,0,10,0,38.85,366,6,0,0,0,0,0,1,0,89
12.95,16,CA,941,1234567890150690,3,liudssmdatgir@olrozhkimxh.edu,1,16,0,12.95,2724,20,1,0,0,1,0,1,0,36
12.95,17,LA,705,1234567890130960,3,ymtzdufckazgu@eatel.net,1,17,0,12.95,3305,8,0,0,0,0,0,1,0,12
0,13,MI,483,1234567890167380,4,cscakszurtqoy@yahoo.com,1,13,0,0,-758,27,0,0,0,0,0,1,0,58
0,12,LA,707,1234567890164810,4,qcosrkuucvhwq@cbbtr.com,1,12,0,0,-9221,12,0,0,1,1,0,373,1,55
47.52,10,FL,330,1234567890188740,3,kjlqewzoxwyyv@ftpbdq.com,0,10,0,47.52,5415,13,0,0,0,0,0,1,0,87
0,11,MI,481,1234567890124410,4,pyxdczzkkdbzw@intergate.com,0,11,0,0,-1776,22,1,0,0,0,0,1,0,2
,19,CA,921,1234567890125960,3,lsdhwelgzebsf9@hotmail.com,0,19,1,12.95,2823,6,0,0,0,0,0,2,0,55
38.85,6,OH,441,1234567890176970,0,jgeespmilobli927@aol.com,0,6,1,38.85,3789,10,0,0,1,0,0,1,0,71
38.85,9,CA,913,1234567890179890,2,ppbrjjkvjddxb1011@aol.com,1,9,1,38.85,735,16,0,0,0,1,0,1,0,75
12.95,16,TX,787,1234567890191980,3,ugwdqmfgdjffl@juno.com,1,16,1,12.95,3586,9,0,0,0,1,0,1,0,91
12.95,6,MO,641,1234567890141900,3,udksamobitach@att.com,1,6,1,12.95,-671,6,0,0,0,0,0,1,0,47
25.9,16,ND,588,1234567890179520,3,ludjwedvrgvbs@direcway.com,1,16,1,25.9,1044,17,0,0,0,1,0,2,0,74
49.95,16,TX,770,1234567890191970,3,srpkncoplzafy@conpploc.com,0,16,1,49.95,-470,8,0,0,0,0,0,1,0,91
31.08,9,VA,220,1234567890126010,3,whfwhkbfbjxgw@vt.edu,0,9,0,31.08,5571,15,0,0,0,0,0,1,0,5
36.9,13,NY,119,1234567890162010,2,cnycplgkrtzbh@optonline.net,1,13,0,36.9,3286,22,0,0,0,0,0,1,0,51
12.95,19,CA,917,1234567890168480,2,zpbwlmuexqtjw034@aol.com,0,19,1,12.95,2387,8,0,0,0,0,0,1,1,59
12.95,8,GA,301,1234567890165430,3,quajefjexrydr55@yahoo.com,1,8,1,12.95,-3133,6,0,0,1,1,0,1,0,56
10.36,12,TX,750,1234567890169930,3,afyhywtdwptwb@sbcglobal.net,1,12,0,10.36,2387,29,0,0,0,0,0,2,0,62
12.95,10,FL,331,1234567890184750,3,muyizgqzdicsm@tlta.net,0,10,1,12.95,-10906,10,0,0,0,0,0,2,0,81
,5,FL,322,1234567890181450,2,yfdgpsgoehtxe1@aol.com,0,5,1,19.95,-6361,17,0,0,1,1,0,1,0,80
49.95,9,ME,39,1234567890146320,2,qhpwahkwchklq@cisco.com,0,9,0,49.95,-2642,16,0,0,1,1,0,1,0,31
10.36,18,MN,551,1234567890134440,2,pmdrmwcvyovao@comcast.net,0,18,1,10.36,2857,10,0,0,0,0,0,1,0,16
31.08,21,OH,441,1234567890126820,0,ogomfvgggchhf@hotmail.com,1,21,1,31.08,3110,8,0,0,0,0,0,1,0,6
10.36,16,CA,921,1234567890151200,0,ikfxgmzhqnvlb@upasani.net,1,16,1,10.36,2022,16,1,0,1,1,0,2,0,70
12.95,0,UT,846,1234567890192310,3,rgfxyglvbwdhi@aol.com,1,0,0,12.95,-4125,20,0,0,0,0,0,1,0,92
,14,NC,276,1234567890135080,4,pxdisvatcwiph@prodigy.net,0,14,0,0,-6309,23,0,1,0,0,0,2,0,17
12.95,18,PA,156,1234567890147440,2,uxdrvsgvfrzoe34@hotmail.com,0,18,1,12.95,1546,8,0,0,1,0,0,1,0,32
12.95,9,NJ,77,1234567890155660,3,qbjcuweqirakb2361@optonline.net,1,9,0,12.95,-385,25,0,0,0,0,0,1,0,43
49.95,21,AL,368,1234567890131130,3,ddwgyokchhrbw@hotmail.com,0,21,0,49.95,-824,9,0,0,1,0,0,1,0,12
38.85,17,CA,931,1234567890141010,3,yxsofzeipqwix@ykxjdsofuep.com,0,17,0,38.85,-1456,8,0,0,1,1,0,1,0,24
25.9,22,MN,550,1234567890165300,3,nwuwcnmwyyxtv@frontiernet.net,0,22,0,25.9,-755,24,0,0,0,0,0,1,0,55
38.85,0,CA,939,1234567890140460,2,gpehfwqkjklvh@hotmail.com,0,0,0,38.85,-334,23,0,0,0,0,0,1,0,24
49.95,10,CA,907,1234567890138760,3,ppthgqofclnpe@sbcglobal.net,0,10,0,49.95,2861,23,0,0,1,1,0,1,0,22
10.36,15,IL,606,1234567890195180,1,canukvtxhychy@sbcglobal.net,0,15,0,10.36,4798,24,1,0,0,0,0,1,0,96
38.85,19,IL,600,1234567890190390,3,ctccmqscgxcqz@execpc.com,1,19,0,38.85,-1657,8,0,0,1,0,0,1,0,89
38.85,22,CA,919,1234567890142490,3,onaldylczzgum1@msn.com,0,22,1,**,5630,9,0,0,0,1,0,1,1,26
12.95,11,IL,607,1234567890156610,0,likurlqpozabk@jitwh.com,0,11,1,12.95,4418,9,0,0,1,1,1,1,0,44
12.95,11,NE,681,1234567890143750,3,xhyhfmwpiwlhp@yahoo.com,0,11,1,12.95,-472,9,0,0,0,0,0,2,0,28
31.08,10,TX,787,1234567890156560,2,ncivpzbzcjjaf@aol.com,0,10,1,31.08,14,9,0,1,0,0,0,2,0,44
12.95,10,FL,333,1234567890153290,3,umtgtwhsmzpib@excite.com,0,10,0,12.95,1803,21,0,0,1,1,0,1,0,40
10.36,19,TX,770,1234567890136740,3,tablzkaixfooc@yahoo.com,0,19,1,10.36,3104,17,0,0,1,0,0,1,0,65
38.85,10,CO,800,1234567890137110,3,oyfvacopqgqis@yahoo.com,1,10,1,38.85,4328,16,0,0,1,0,0,1,0,44
38.85,12,CO,802,1234567890136190,2,mmnuephttepba@uldlehjimmjtvigdzy.com,1,12,1,38.85,2015,27,0,0,0,1,0,1,0,19
12.95,1,CA,958,1234567890149280,3,vaeayqhqfygas@comcast.net,1,0,0,12.95,-3,22,0,0,0,0,0,1,0,35
12.95,0,OH,441,1234567890130510,0,wqzinpxuslopt172@webtv.net,0,0,0,12.95,-11724,16,0,0,1,1,0,1,0,12
20.72,11,FL,347,1234567890155730,3,canlanaeoqvbk@jhtegjxvru.org,0,11,0,20.72,1613,21,0,0,1,1,0,1,0,43
12.95,16,GA,303,1234567890180950,3,pddwueumzufbc@worldnet.att.net,0,16,1,12.95,826,11,0,0,1,1,0,1,0,84
11.01,12,FL,339,1234567890144570,3,juehzbikpzbhu@aol.com,1,12,1,11.01,-6711,18,0,0,0,0,0,1,0,43
12.95,10,IL,606,1234567890155420,3,znnvholwipdmc@yahoo.com,1,10,0,12.95,4323,19,0,0,0,0,0,2,1,43
38.85,23,CT,67,1234567890138510,1,wvplwduhctcby@gmail.com,0,23,0,38.85,3651,20,1,0,1,0,0,1,0,21
20.72,19,FL,325,1234567890186500,3,vtzyzzhvozgcn@us.aflac.com,0,19,1,20.72,4560,6,1,0,1,0,0,2,0,83
,11,TN,370,1234567890164050,2,xudjzzkdildcm4@aol.com,0,11,0,38.85,1117,17,0,0,1,1,0,1,0,54
38.85,10,GA,300,1234567890127780,3,tvvdahhvwjowe@allstate.com,0,10,1,38.85,-837,9,0,0,0,0,0,1,0,8
12.95,11,AL,366,1234567890154200,3,siioiknzxuwrv29@comcast.net,0,11,0,12.95,3721,17,0,0,1,1,0,1,0,43
0,14,TN,379,1234567890142960,4,antihyknzxmva@choicedata.com,1,14,0,0,-271,12,0,0,1,1,0,1600,1,27
